orf	gene	DBD	Shown.DNA.binding	annotation.type	regulated.orf	regulated.gene	experimental.condition	regulation.direction	evidence.type
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDL082W	RPL13A	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDL090C	RAM1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDL091C	UBX3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDL100C	GET3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDL105W	NSE4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDL106C	PHO2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDL120W	YFH1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDL123W	SNA4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDL126C	CDC48	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDL130W	RPP1B	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDL159W-A	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDL168W	SFA1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDL198C	GGC1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDL206W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDL223C	HBT1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDL224C	WHI4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDL226C	GCS1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDR001C	NTH1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDR034C	LYS14	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDR046C	BAP3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDR067C	OCA6	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDR085C	AFR1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDR100W	TVP15	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDR101C	ARX1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDR113C	PDS1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDR145W	TAF12	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDR148C	KGD2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDR150W	NUM1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDR153C	ENT5	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDR171W	HSP42	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDR175C	RSM24	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDR176W	NGG1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDR182W-A	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDR210W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDR213W	UPC2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDR243C	PRP28	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDR246W	TRS23	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDR263C	DIN7	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDR279W	RNH202	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDR298C	ATP5	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDR300C	PRO1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDR353W	TRR1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDR444W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDR449C	UTP6	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDR458C	HEH2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDR471W	RPL27B	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDR481C	PHO8	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDR502C	SAM2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDR505C	PSP1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDR519W	FPR2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YDR538W	PAD1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YEL001C	IRC22	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YEL053C	MAK10	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YEL057C	SDD1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YER010C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YER013W	PRP22	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YER024W	YAT2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YER033C	ZRG8	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YER048C	CAJ1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YER048W-A	ISD11	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YER053C-A	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YER078W-A	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YER079W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YER090W	TRP2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YER092W	IES5	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YER093C	TSC11	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YER096W	SHC1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YER104W	RTT105	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YER130C	COM2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YER137C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YER157W	COG3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YER174C	GRX4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YER178W	PDA1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YER180C	ISC10	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YER185W	PUG1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YFL041W	FET5	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YFL044C	OTU1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YFL047W	RGD2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YFR007W	YFH7	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YFR050C	PRE4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YFR051C	RET2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YGL012W	ERG4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YGL033W	HOP2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YGL067W	NPY1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YGL089C	MF(ALPHA)2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YGL095C	VPS45	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YGL112C	TAF6	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YGL123W	RPS2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YGL134W	PCL10	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YGL151W	NUT1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YGL196W	DSD1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YGL197W	MDS3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YGL227W	VID30	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YGL237C	HAP2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YGL252C	RTG2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YGR013W	SNU71	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YGR017W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YGR019W	UGA1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YGR075C	PRP38	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YGR078C	PAC10	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YGR096W	TPC1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YGR141W	VPS62	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YGR148C	RPL24B	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YGR161W-C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YGR171C	MSM1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YGR172C	YIP1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YGR174W-A	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YGR178C	PBP1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YGR188C	BUB1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YGR200C	ELP2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YGR270W	YTA7	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YGR283C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YHL009C	YAP3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YHL039W	EFM1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YHL042W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YHL048W	COS8	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YHR010W	RPL27A	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YHR049W	FSH1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YHR050W	SMF2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YHR057C	CPR2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YHR072W	ERG7	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YHR099W	TRA1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YHR105W	YPT35	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YHR114W	BZZ1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YHR122W	CIA2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YHR132W-A	IGO2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YHR143W-A	RPC10	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDL170W	UGA3	Zinc cluster	1	high-throughput	YHR147C	MRPL6	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
